"OrthologGroup" "Species1" "GeneSpecies1" "Species2" "GeneSpecies2" "Species1pVal" "Species2pval" "MaxpVal"
"OG0019365" "Nor" "PICAB_cUL07_M00003540948" "Scots" "Pinsyl_asmbl_125528.p1.p1" " 3.09e-47" " 3.93e-58" " 3.09e-47"
"OG0007207" "Nor" "PICAB_chr05_M00001235346" "Scots" "Pinsyl_asmbl_32666.p1.p1" " 8.15e-57" " 5.51e-47" " 5.51e-47"
"OG0019582" "Nor" "PICAB_chr02_M00000377306" "Scots" "Pinsyl_asmbl_44514.p1.p1" " 6.86e-47" " 1.97e-54" " 6.86e-47"
"OG0020508" "Nor" "PICAB_chr10_M00002794439" "Scots" "Pinsyl_asmbl_136050.p1.p1" " 8.42e-47" " 7.21e-50" " 8.42e-47"
"OG0020284" "Nor" "PICAB_chr08_M00002182086" "Scots" "Pinsyl_asmbl_93160.p1.p1" " 1.12e-46" " 4.69e-49" " 1.12e-46"
"OG0015520" "Nor" "PICAB_chr10_M00002705436" "Scots" "Pinsyl_asmbl_141548.p1.p1" " 1.02e-55" " 2.90e-46" " 2.90e-46"
"OG0001535" "Nor" "PICAB_chr05_M00001319757" "Scots" "Pinsyl_asmbl_116817.p1.p1" " 6.10e-57" " 5.34e-46" " 5.34e-46"
"OG0008446" "Nor" "PICAB_chr01_M00000155857" "Scots" "Pinsyl_asmbl_108987.p1.p1" " 2.97e-49" " 1.06e-45" " 1.06e-45"
"OG0001363" "Nor" "PICAB_chr06_M00001744639" "Scots" "Pinsyl_asmbl_23421.p1.p1" " 1.45e-45" " 1.39e-59" " 1.45e-45"
"OG0005384" "Nor" "PICAB_chr09_M00002476663" "Scots" "Pinsyl_asmbl_108594.p1.p1" " 6.87e-50" " 2.74e-45" " 2.74e-45"
"OG0004545" "Nor" "PICAB_chr10_M00002766872" "Scots" "Pinsyl_asmbl_72592.p1.p1" " 5.49e-45" " 3.05e-51" " 5.49e-45"
"OG0012545" "Nor" "PICAB_chr02_M00000363299" "Scots" "Pinsyl_asmbl_137756.p1.p1" " 5.81e-45" " 1.68e-47" " 5.81e-45"
"OG0016690" "Nor" "PICAB_chr03_M00000655581" "Scots" "Pinsyl_asmbl_23847.p1.p1" " 9.77e-46" " 6.81e-45" " 6.81e-45"
"OG0003184" "Nor" "PICAB_cUL07_M00003540825" "Scots" "Pinsyl_asmbl_125523.p1.p1" " 1.79e-44" " 4.35e-53" " 1.79e-44"
"OG0025444" "Nor" "PICAB_chr09_M00002402776" "Scots" "Pinsyl_asmbl_135458.p1.p1" " 6.06e-44" " 6.52e-51" " 6.06e-44"
"OG0020594" "Nor" "PICAB_chr11_M00003049039" "Scots" "Pinsyl_asmbl_121164.p1.p1" " 9.19e-44" " 1.50e-49" " 9.19e-44"
"OG0016704" "Nor" "PICAB_chr02_M00000378075" "Scots" "Pinsyl_asmbl_44535.p1.p1" " 3.29e-43" " 5.44e-47" " 3.29e-43"
"OG0020575" "Nor" "PICAB_chr11_M00002961447" "Scots" "Pinsyl_asmbl_76717.p1.p1" " 7.47e-43" " 1.24e-44" " 7.47e-43"
"OG0017051" "Nor" "PICAB_chr01_M00000323290" "Scots" "Pinsyl_asmbl_55275.p1.p1" " 5.29e-59" " 1.02e-42" " 1.02e-42"
"OG0019702" "Nor" "PICAB_chr03_M00000722955" "Scots" "Pinsyl_asmbl_79258.p1.p1" " 7.27e-44" " 2.81e-42" " 2.81e-42"
"OG0020415" "Nor" "PICAB_chr09_M00002543392" "Scots" "Pinsyl_asmbl_138559.p1.p1" " 3.85e-42" " 5.30e-49" " 3.85e-42"
"OG0019990" "Nor" "PICAB_chr06_M00001521886" "Scots" "Pinsyl_asmbl_54726.p1.p1" " 4.09e-42" " 2.69e-43" " 4.09e-42"
"OG0005709" "Nor" "PICAB_chr02_M00000615570" "Scots" "Pinsyl_asmbl_38958.p1.p1" " 7.39e-45" " 4.57e-42" " 4.57e-42"
"OG0025594" "Nor" "PICAB_chr11_M00003003082" "Scots" "Pinsyl_asmbl_110461.p1.p1" " 6.01e-42" " 1.56e-50" " 6.01e-42"
"OG0004187" "Nor" "PICAB_chr10_M00002717054" "Scots" "Pinsyl_asmbl_136443.p1.p1" " 1.08e-41" " 5.12e-48" " 1.08e-41"
"OG0020613" "Nor" "PICAB_chr11_M00003097192" "Scots" "Pinsyl_asmbl_17669.p1.p1" " 1.12e-41" " 6.84e-43" " 1.12e-41"
"OG0020693" "Nor" "PICAB_chr12_M00003336284" "Scots" "Pinsyl_asmbl_71888.p1.p1" " 1.57e-41" " 6.33e-45" " 1.57e-41"
"OG0007208" "Nor" "PICAB_chr02_M00000417332" "Scots" "Pinsyl_asmbl_15210.p1.p1" " 8.36e-56" " 1.60e-41" " 1.60e-41"
"OG0025025" "Nor" "PICAB_chr04_M00000999289" "Scots" "Pinsyl_asmbl_34266.p1.p1" " 2.17e-41" " 1.57e-47" " 2.17e-41"
"OG0003982" "Nor" "PICAB_chr01_M00000214322" "Scots" "Pinsyl_asmbl_16001.p1.p1" " 2.83e-41" " 5.94e-49" " 2.83e-41"
"OG0004218" "Nor" "PICAB_chr07_M00001855778" "Scots" "Pinsyl_asmbl_74531.p1.p1" " 1.47e-41" " 3.22e-41" " 3.22e-41"
"OG0020513" "Nor" "PICAB_chr10_M00002803175" "Scots" "Pinsyl_asmbl_117164.p1.p1" " 2.59e-58" " 4.49e-41" " 4.49e-41"
"OG0019972" "Nor" "PICAB_chr05_M00001439907" "Scots" "Pinsyl_asmbl_93208.p1.p1" " 7.82e-41" " 3.61e-44" " 7.82e-41"
"OG0006973" "Nor" "PICAB_chr02_M00000602995" "Scots" "Pinsyl_asmbl_8182.p1.p1" " 1.37e-40" " 8.16e-43" " 1.37e-40"
"OG0008434" "Nor" "PICAB_chr05_M00001258087" "Scots" "Pinsyl_asmbl_69087.p1.p1" " 1.53e-40" " 1.57e-41" " 1.53e-40"
"OG0017333" "Nor" "PICAB_chr07_M00001861993" "Scots" "Pinsyl_asmbl_86645.p1.p1" " 3.18e-40" " 1.14e-42" " 3.18e-40"
"OG0011764" "Nor" "PICAB_chr08_M00002062479" "Scots" "Pinsyl_asmbl_31004.p1.p1" " 1.17e-41" " 3.24e-40" " 3.24e-40"
"OG0004372" "Nor" "PICAB_chr04_M00001114263" "Scots" "Pinsyl_asmbl_23744.p1.p1" " 1.77e-45" " 3.30e-40" " 3.30e-40"
"OG0017111" "Nor" "PICAB_chr03_M00000652693" "Scots" "Pinsyl_asmbl_65881.p1.p1" " 3.80e-40" " 2.57e-40" " 3.80e-40"
"OG0019739" "Nor" "PICAB_chr03_M00000804026" "Scots" "Pinsyl_asmbl_101033.p1.p1" " 1.58e-39" " 8.31e-53" " 1.58e-39"
"OG0017014" "Nor" "PICAB_chr01_M00000164398" "Scots" "Pinsyl_asmbl_104623.p1.p1" " 2.26e-39" " 1.17e-40" " 2.26e-39"
"OG0011797" "Nor" "PICAB_chr01_M00000255928" "Scots" "Pinsyl_asmbl_113971.p1.p1" " 6.83e-47" " 2.59e-39" " 2.59e-39"
"OG0012693" "Nor" "PICAB_chr05_M00001266752" "Scots" "Pinsyl_asmbl_109342.p1.p1" " 7.08e-41" " 1.85e-38" " 1.85e-38"
"OG0020536" "Nor" "PICAB_chr10_M00002868489" "Scots" "Pinsyl_asmbl_105754.p1.p1" " 2.14e-38" " 2.78e-43" " 2.14e-38"
"OG0019968" "Nor" "PICAB_chr05_M00001414496" "Scots" "Pinsyl_asmbl_71056.p1.p1" " 2.32e-48" " 2.34e-38" " 2.34e-38"
"OG0017110" "Nor" "PICAB_chr03_M00000652661" "Scots" "Pinsyl_asmbl_65874.p1.p1" " 2.74e-38" " 3.26e-39" " 2.74e-38"
"OG0013152" "Nor" "PICAB_chr02_M00000386794" "Scots" "Pinsyl_asmbl_81975.p1.p1" " 1.74e-40" " 3.10e-38" " 3.10e-38"
"OG0007811" "Nor" "PICAB_chr11_M00003022314" "Scots" "Pinsyl_asmbl_132665.p1.p1" " 2.22e-51" " 4.40e-38" " 4.40e-38"
"OG0020060" "Nor" "PICAB_chr06_M00001687147" "Scots" "Pinsyl_asmbl_115919.p1.p1" " 5.18e-38" " 2.44e-43" " 5.18e-38"
"OG0019687" "Nor" "PICAB_chr03_M00000699546" "Scots" "Pinsyl_asmbl_69382.p1.p1" " 1.03e-37" " 1.75e-43" " 1.03e-37"
"OG0005793" "Nor" "PICAB_chr08_M00002176323" "Scots" "Pinsyl_asmbl_124198.p1.p1" " 1.26e-37" " 1.51e-45" " 1.26e-37"
"OG0025561" "Nor" "PICAB_chr10_M00002844187" "Scots" "Pinsyl_asmbl_86971.p1.p1" " 1.28e-39" " 1.40e-37" " 1.40e-37"
"OG0019512" "Nor" "PICAB_chr01_M00000224526" "Scots" "Pinsyl_asmbl_78106.p1.p1" " 1.89e-39" " 1.77e-37" " 1.77e-37"
"OG0017223" "Nor" "PICAB_chr05_M00001231420" "Scots" "Pinsyl_asmbl_9564.p1.p1" " 1.73e-43" " 1.82e-37" " 1.82e-37"
"OG0005030" "Nor" "PICAB_chr03_M00000887472" "Scots" "Pinsyl_asmbl_109750.p1.p1" " 9.31e-43" " 6.92e-37" " 6.92e-37"
"OG0009948" "Nor" "PICAB_chr07_M00002048863" "Scots" "Pinsyl_asmbl_6055.p1.p1" " 5.79e-46" " 1.03e-36" " 1.03e-36"
"OG0005754" "Nor" "PICAB_chr12_M00003191254" "Scots" "Pinsyl_asmbl_3456.p1.p1" " 1.25e-36" " 2.57e-46" " 1.25e-36"
"OG0019700" "Nor" "PICAB_chr03_M00000721938" "Scots" "Pinsyl_asmbl_79202.p1.p1" " 9.97e-41" " 1.60e-36" " 1.60e-36"
"OG0011761" "Nor" "PICAB_chr11_M00003107838" "Scots" "Pinsyl_asmbl_93069.p1.p1" " 8.53e-43" " 1.88e-36" " 1.88e-36"
"OG0012779" "Nor" "PICAB_chr08_M00002072852" "Scots" "Pinsyl_asmbl_30744.p1.p1" " 3.65e-39" " 2.86e-36" " 2.86e-36"
"OG0015549" "Nor" "PICAB_chr11_M00003049109" "Scots" "Pinsyl_asmbl_121157.p1.p1" " 3.26e-36" " 6.08e-38" " 3.26e-36"
"OG0015134" "Nor" "PICAB_chr04_M00000973705" "Scots" "Pinsyl_asmbl_102748.p1.p1" " 2.37e-38" " 4.41e-36" " 4.41e-36"
"OG0007377" "Nor" "PICAB_chr11_M00003034967" "Scots" "Pinsyl_asmbl_60040.p1.p1" " 4.65e-36" " 1.01e-40" " 4.65e-36"
"OG0016969" "Nor" "PICAB_cUL12_M00003547249" "Scots" "Pinsyl_asmbl_71982.p1.p1" " 5.15e-36" " 9.32e-40" " 5.15e-36"
"OG0012755" "Nor" "PICAB_chr05_M00001481371" "Scots" "Pinsyl_asmbl_41059.p1.p1" " 7.68e-43" " 5.62e-36" " 5.62e-36"
"OG0005563" "Nor" "PICAB_chr06_M00001525211" "Scots" "Pinsyl_asmbl_85496.p1.p1" " 3.13e-38" " 5.73e-36" " 5.73e-36"
"OG0017550" "Nor" "PICAB_chr12_M00003376275" "Scots" "Pinsyl_asmbl_131323.p1.p1" " 7.80e-36" " 4.03e-40" " 7.80e-36"
"OG0024934" "Nor" "PICAB_chr03_M00000756498" "Scots" "Pinsyl_asmbl_125141.p1.p1" " 1.14e-35" " 1.91e-41" " 1.14e-35"
"OG0019994" "Nor" "PICAB_chr06_M00001531318" "Scots" "Pinsyl_asmbl_74925.p1.p1" " 1.15e-35" " 4.97e-40" " 1.15e-35"
"OG0015541" "Nor" "PICAB_chr11_M00003013111" "Scots" "Pinsyl_asmbl_47676.p1.p1" " 1.19e-35" " 9.43e-41" " 1.19e-35"
"OG0014046" "Nor" "PICAB_chr06_M00001629792" "Scots" "Pinsyl_asmbl_119505.p1.p1" " 1.29e-35" " 3.62e-42" " 1.29e-35"
"OG0020145" "Nor" "PICAB_chr07_M00001876279" "Scots" "Pinsyl_asmbl_106990.p1.p1" " 1.36e-35" " 6.28e-46" " 1.36e-35"
"OG0003370" "Nor" "PICAB_chr08_M00002119320" "Scots" "Pinsyl_asmbl_7797.p1.p1" " 1.49e-35" " 7.21e-36" " 1.49e-35"
"OG0020210" "Nor" "PICAB_chr07_M00002010570" "Scots" "Pinsyl_asmbl_85545.p1.p1" " 2.72e-35" " 1.05e-40" " 2.72e-35"
"OG0014056" "Nor" "PICAB_chr07_M00001787913" "Scots" "Pinsyl_asmbl_19873.p1.p1" " 3.24e-35" " 2.68e-46" " 3.24e-35"
"OG0006355" "Nor" "PICAB_chr03_M00000761876" "Scots" "Pinsyl_asmbl_52548.p1.p1" " 1.46e-35" " 5.32e-35" " 5.32e-35"
"OG0020714" "Nor" "PICAB_chr12_M00003402995" "Scots" "Pinsyl_asmbl_99453.p1.p1" " 5.60e-44" " 7.21e-35" " 7.21e-35"
"OG0002773" "Nor" "PICAB_chr02_M00000367259" "Scots" "Pinsyl_asmbl_26120.p1.p1" " 8.07e-43" " 7.57e-35" " 7.57e-35"
"OG0020050" "Nor" "PICAB_chr06_M00001673996" "Scots" "Pinsyl_asmbl_14133.p1.p1" " 8.31e-35" " 6.28e-36" " 8.31e-35"
"OG0001085" "Nor" "PICAB_chr01_M00000075469" "Scots" "Pinsyl_asmbl_7119.p1.p1" " 1.17e-34" " 4.23e-36" " 1.17e-34"
"OG0005749" "Nor" "PICAB_chr05_M00001225386" "Scots" "Pinsyl_asmbl_64923.p1.p1" " 1.22e-37" " 1.31e-34" " 1.31e-34"
"OG0007809" "Nor" "PICAB_chr02_M00000581836" "Scots" "Pinsyl_asmbl_86848.p1.p1" " 5.01e-34" " 7.25e-37" " 5.01e-34"
"OG0002973" "Nor" "PICAB_chr12_M00003234611" "Scots" "Pinsyl_asmbl_55737.p1.p1" " 8.75e-34" " 1.65e-34" " 8.75e-34"
"OG0009168" "Nor" "PICAB_chr06_M00001643466" "Scots" "Pinsyl_asmbl_12984.p1.p1" " 1.29e-41" " 8.81e-34" " 8.81e-34"
"OG0004265" "Nor" "PICAB_chr03_M00000793006" "Scots" "Pinsyl_asmbl_24024.p1.p1" " 4.14e-33" " 6.80e-39" " 4.14e-33"
"OG0017128" "Nor" "PICAB_chr03_M00000713444" "Scots" "Pinsyl_asmbl_69651.p1.p1" " 4.70e-33" " 3.40e-37" " 4.70e-33"
"OG0019888" "Nor" "PICAB_chr04_M00001214191" "Scots" "Pinsyl_asmbl_53432.p1.p1" " 5.26e-33" " 5.29e-37" " 5.26e-33"
"OG0015122" "Nor" "PICAB_chr12_M00003296666" "Scots" "Pinsyl_asmbl_8924.p1.p1" " 5.97e-37" " 9.22e-33" " 9.22e-33"
"OG0015248" "Nor" "PICAB_cUP00_M00003588273" "Scots" "Pinsyl_asmbl_40724.p1.p1" " 1.10e-32" " 1.28e-34" " 1.10e-32"
"OG0014808" "Nor" "PICAB_chr10_M00002708350" "Scots" "Pinsyl_asmbl_104101.p1.p1" " 1.47e-32" " 5.06e-35" " 1.47e-32"
"OG0001431" "Nor" "PICAB_chr08_M00002189227" "Scots" "Pinsyl_asmbl_67064.p1.p1" " 4.01e-32" " 2.17e-35" " 4.01e-32"
"OG0020265" "Nor" "PICAB_chr08_M00002124987" "Scots" "Pinsyl_asmbl_90806.p1.p1" " 5.07e-32" " 5.06e-33" " 5.07e-32"
"OG0006118" "Nor" "PICAB_chr01_M00000121722" "Scots" "Pinsyl_asmbl_116776.p1.p1" " 4.15e-38" " 5.88e-32" " 5.88e-32"
"OG0013870" "Nor" "PICAB_chr02_M00000589191" "Scots" "Pinsyl_asmbl_113810.p1.p1" " 6.77e-32" " 6.13e-32" " 6.77e-32"
"OG0016905" "Nor" "PICAB_chr04_M00001036822" "Scots" "Pinsyl_asmbl_12311.p1.p1" " 4.66e-36" " 6.86e-32" " 6.86e-32"
"OG0015478" "Nor" "PICAB_chr08_M00002165431" "Scots" "Pinsyl_asmbl_93769.p1.p1" " 1.99e-33" " 6.93e-32" " 6.93e-32"
"OG0006791" "Nor" "PICAB_chr02_M00000541006" "Scots" "Pinsyl_asmbl_53292.p1.p1" " 8.40e-32" " 9.77e-33" " 8.40e-32"
"OG0004996" "Nor" "PICAB_chr09_M00002406946" "Scots" "Pinsyl_asmbl_14363.p1.p1" " 1.00e-31" " 2.58e-36" " 1.00e-31"
"OG0008502" "Nor" "PICAB_chr10_M00002666259" "Scots" "Pinsyl_asmbl_62200.p1.p1" " 2.26e-41" " 1.36e-31" " 1.36e-31"
"OG0020077" "Nor" "PICAB_chr06_M00001720824" "Scots" "Pinsyl_asmbl_131512.p1.p1" " 1.19e-36" " 2.03e-31" " 2.03e-31"
"OG0008335" "Nor" "PICAB_chr04_M00001143786" "Scots" "Pinsyl_asmbl_2724.p1.p1" " 5.48e-36" " 6.58e-31" " 6.58e-31"
"OG0008960" "Nor" "PICAB_chr12_M00003376469" "Scots" "Pinsyl_asmbl_131312.p1.p1" " 1.33e-42" " 1.07e-30" " 1.07e-30"
"OG0015322" "Nor" "PICAB_chr02_M00000405311" "Scots" "Pinsyl_asmbl_131761.p1.p1" " 2.16e-30" " 5.70e-35" " 2.16e-30"
"OG0015140" "Nor" "PICAB_chr07_M00001778245" "Scots" "Pinsyl_asmbl_18284.p1.p1" " 8.70e-30" " 1.89e-31" " 8.70e-30"
"OG0005942" "Nor" "PICAB_chr12_M00003423768" "Scots" "Pinsyl_asmbl_12053.p1.p1" " 2.82e-33" " 1.99e-29" " 1.99e-29"
"OG0013980" "Nor" "PICAB_chr03_M00000652548" "Scots" "Pinsyl_asmbl_65863.p1.p1" " 2.68e-29" " 1.67e-31" " 2.68e-29"
"OG0017435" "Nor" "PICAB_chr09_M00002554759" "Scots" "Pinsyl_asmbl_78341.p1.p1" " 1.98e-31" " 2.95e-29" " 2.95e-29"
"OG0017017" "Nor" "PICAB_chr01_M00000197799" "Scots" "Pinsyl_asmbl_118865.p1.p1" " 6.93e-29" " 1.18e-32" " 6.93e-29"
"OG0010777" "Nor" "PICAB_chr03_M00000807410" "Scots" "Pinsyl_asmbl_126113.p1.p1" " 2.77e-31" " 7.23e-29" " 7.23e-29"
"OG0020715" "Nor" "PICAB_chr12_M00003426351" "Scots" "Pinsyl_asmbl_12142.p1.p1" " 7.98e-29" " 2.57e-30" " 7.98e-29"
"OG0013841" "Nor" "PICAB_chr02_M00000443823" "Scots" "Pinsyl_asmbl_99911.p1.p1" " 8.08e-29" " 2.64e-30" " 8.08e-29"
"OG0009188" "Nor" "PICAB_chr07_M00002012672" "Scots" "Pinsyl_asmbl_85642.p1.p1" " 9.23e-29" " 7.30e-32" " 9.23e-29"
"OG0003011" "Nor" "PICAB_chr04_M00000932596" "Scots" "Pinsyl_asmbl_115819.p1.p1" " 5.98e-29" " 1.14e-28" " 1.14e-28"
"OG0020277" "Nor" "PICAB_chr08_M00002153203" "Scots" "Pinsyl_asmbl_129993.p1.p1" " 2.13e-28" " 3.35e-32" " 2.13e-28"
"OG0015052" "Nor" "PICAB_chr02_M00000441115" "Scots" "Pinsyl_asmbl_100047.p1.p1" " 2.99e-31" " 2.65e-28" " 2.65e-28"
"OG0010790" "Nor" "PICAB_chr03_M00000675791" "Scots" "Pinsyl_asmbl_90238.p1.p1" " 2.69e-28" " 1.37e-31" " 2.69e-28"
"OG0013867" "Nor" "PICAB_chr01_M00000310455" "Scots" "Pinsyl_asmbl_59007.p1.p1" " 1.05e-38" " 4.12e-28" " 4.12e-28"
"OG0019656" "Nor" "PICAB_chr02_M00000587473" "Scots" "Pinsyl_asmbl_46080.p1.p1" " 1.22e-33" " 4.28e-28" " 4.28e-28"
"OG0007565" "Nor" "PICAB_chr05_M00001489707" "Scots" "Pinsyl_asmbl_98994.p1.p1" " 4.70e-28" " 4.78e-28" " 4.78e-28"
"OG0019611" "Nor" "PICAB_chr02_M00000482578" "Scots" "Pinsyl_asmbl_94663.p1.p1" " 5.55e-28" " 3.39e-44" " 5.55e-28"
"OG0003669" "Nor" "PICAB_chr07_M00001844224" "Scots" "Pinsyl_asmbl_45235.p1.p1" " 5.80e-28" " 2.91e-32" " 5.80e-28"
"OG0016916" "Nor" "PICAB_chr09_M00002537636" "Scots" "Pinsyl_asmbl_85810.p1.p1" " 1.45e-42" " 6.21e-28" " 6.21e-28"
"OG0020650" "Nor" "PICAB_chr12_M00003215601" "Scots" "Pinsyl_asmbl_141233.p1.p1" " 7.30e-28" " 8.69e-29" " 7.30e-28"
"OG0009821" "Nor" "PICAB_chr03_M00000817947" "Scots" "Pinsyl_asmbl_600.p1.p1" " 7.48e-28" " 2.20e-28" " 7.48e-28"
"OG0020223" "Nor" "PICAB_chr07_M00002048949" "Scots" "Pinsyl_asmbl_6064.p1.p1" " 3.14e-29" " 9.74e-28" " 9.74e-28"
"OG0002182" "Nor" "PICAB_cUL01_M00003566978" "Scots" "Pinsyl_asmbl_101039.p1.p1" " 1.40e-27" " 6.89e-31" " 1.40e-27"
"OG0020131" "Nor" "PICAB_chr07_M00001851119" "Scots" "Pinsyl_asmbl_67936.p1.p1" " 1.65e-27" " 1.73e-27" " 1.73e-27"
"OG0020518" "Nor" "PICAB_chr10_M00002813733" "Scots" "Pinsyl_asmbl_41159.p1.p1" " 1.89e-28" " 2.64e-27" " 2.64e-27"
"OG0017000" "Nor" "PICAB_chr01_M00000099842" "Scots" "Pinsyl_asmbl_19220.p1.p1" " 2.65e-27" " 8.90e-32" " 2.65e-27"
"OG0017344" "Nor" "PICAB_chr07_M00001936376" "Scots" "Pinsyl_asmbl_64139.p1.p1" " 7.38e-29" " 3.27e-27" " 3.27e-27"
"OG0025326" "Nor" "PICAB_chr07_M00002010540" "Scots" "Pinsyl_asmbl_85548.p1.p1" " 7.67e-27" " 2.69e-28" " 7.67e-27"
"OG0024804" "Nor" "PICAB_chr02_M00000366709" "Scots" "Pinsyl_asmbl_26156.p1.p1" " 1.54e-33" " 1.20e-26" " 1.20e-26"
"OG0012825" "Nor" "PICAB_chr02_M00000454643" "Scots" "Pinsyl_asmbl_102298.p1.p1" " 1.22e-26" " 5.72e-29" " 1.22e-26"
"OG0004014" "Nor" "PICAB_chr02_M00000375538" "Scots" "Pinsyl_asmbl_44475.p1.p1" " 1.30e-26" " 8.84e-29" " 1.30e-26"
"OG0004157" "Nor" "PICAB_chr07_M00001974712" "Scots" "Pinsyl_asmbl_1270.p1.p1" " 1.45e-26" " 2.19e-27" " 1.45e-26"
"OG0015416" "Nor" "PICAB_chr05_M00001325496" "Scots" "Pinsyl_asmbl_109847.p1.p1" " 3.70e-26" " 3.51e-32" " 3.70e-26"
"OG0005759" "Nor" "PICAB_chr07_M00002032961" "Scots" "Pinsyl_asmbl_6793.p1.p1" " 4.83e-26" " 1.83e-28" " 4.83e-26"
"OG0010940" "Nor" "PICAB_chr09_M00002359058" "Scots" "Pinsyl_asmbl_122310.p1.p1" " 1.92e-27" " 6.43e-26" " 6.43e-26"
"OG0009184" "Nor" "PICAB_chr04_M00001145096" "Scots" "Pinsyl_asmbl_2562.p1.p1" " 2.39e-27" " 1.47e-25" " 1.47e-25"
"OG0025050" "Nor" "PICAB_chr04_M00001115904" "Scots" "Pinsyl_asmbl_23713.p1.p1" " 5.44e-27" " 1.55e-25" " 1.55e-25"
"OG0020637" "Nor" "PICAB_chr12_M00003157528" "Scots" "Pinsyl_asmbl_41669.p1.p1" " 2.36e-25" " 4.28e-27" " 2.36e-25"
"OG0017545" "Nor" "PICAB_chr12_M00003336300" "Scots" "Pinsyl_asmbl_71889.p1.p1" " 2.53e-25" " 7.46e-30" " 2.53e-25"
"OG0012424" "Nor" "PICAB_chr04_M00001202747" "Scots" "Pinsyl_asmbl_24591.p4.p1" " 2.79e-31" " 3.25e-25" " 3.25e-25"
"OG0017454" "Nor" "PICAB_chr10_M00002655459" "Scots" "Pinsyl_asmbl_8440.p1.p1" " 1.91e-28" " 3.74e-25" " 3.74e-25"
"OG0025082" "Nor" "PICAB_chr04_M00001191594" "Scots" "Pinsyl_asmbl_19061.p1.p1" " 5.13e-25" " 8.17e-30" " 5.13e-25"
"OG0024896" "Nor" "PICAB_chr03_M00000669227" "Scots" "Pinsyl_asmbl_132013.p1.p1" " 9.19e-25" " 1.69e-26" " 9.19e-25"
"OG0019981" "Nor" "PICAB_chr05_M00001479666" "Scots" "Pinsyl_asmbl_41004.p1.p1" " 1.92e-24" " 3.26e-31" " 1.92e-24"
"OG0001445" "Nor" "PICAB_chr04_M00001110260" "Scots" "Pinsyl_asmbl_23686.p1.p1" " 2.50e-32" " 2.08e-24" " 2.08e-24"
"OG0015215" "Nor" "PICAB_chr12_M00003348785" "Scots" "Pinsyl_asmbl_75421.p1.p1" " 2.30e-24" " 1.23e-28" " 2.30e-24"
"OG0015352" "Nor" "PICAB_chr03_M00000644815" "Scots" "Pinsyl_asmbl_70203.p1.p1" " 1.03e-26" " 3.23e-24" " 3.23e-24"
"OG0015522" "Nor" "PICAB_chr10_M00002715959" "Scots" "Pinsyl_asmbl_126978.p1.p1" " 4.56e-24" " 1.74e-24" " 4.56e-24"
"OG0008432" "Nor" "PICAB_chr02_M00000563697" "Scots" "Pinsyl_asmbl_76381.p1.p1" " 4.57e-24" " 7.53e-25" " 4.57e-24"
"OG0012664" "Nor" "PICAB_chr10_M00002882081" "Scots" "Pinsyl_asmbl_35558.p1.p1" " 7.05e-24" " 9.18e-25" " 7.05e-24"
"OG0019927" "Nor" "PICAB_chr05_M00001320157" "Scots" "Pinsyl_asmbl_116854.p1.p1" " 7.65e-24" " 2.97e-27" " 7.65e-24"
"OG0017340" "Nor" "PICAB_chr07_M00001904591" "Scots" "Pinsyl_asmbl_31476.p1.p1" " 1.29e-23" " 8.27e-27" " 1.29e-23"
"OG0020656" "Nor" "PICAB_chr12_M00003231486" "Scots" "Pinsyl_asmbl_33021.p1.p1" " 1.24e-28" " 1.36e-23" " 1.36e-23"
"OG0011784" "Nor" "PICAB_chr01_M00000317783" "Scots" "Pinsyl_asmbl_55206.p1.p1" " 4.09e-26" " 1.44e-23" " 1.44e-23"
"OG0020697" "Nor" "PICAB_chr12_M00003347341" "Scots" "Pinsyl_asmbl_122687.p1.p1" " 4.05e-25" " 1.55e-23" " 1.55e-23"
"OG0006154" "Nor" "PICAB_chr11_M00003003096" "Scots" "Pinsyl_asmbl_110466.p1.p1" " 1.10e-31" " 1.81e-23" " 1.81e-23"
"OG0017529" "Nor" "PICAB_chr12_M00003231467" "Scots" "Pinsyl_asmbl_33019.p1.p1" " 2.37e-23" " 1.11e-29" " 2.37e-23"
"OG0017168" "Nor" "PICAB_chr04_M00000937314" "Scots" "Pinsyl_asmbl_50053.p1.p1" " 3.18e-23" " 9.92e-27" " 3.18e-23"
"OG0017533" "Nor" "PICAB_chr12_M00003258641" "Scots" "Pinsyl_asmbl_120643.p1.p1" " 5.89e-24" " 3.30e-23" " 3.30e-23"
"OG0010948" "Nor" "PICAB_chr10_M00002893003" "Scots" "Pinsyl_asmbl_90452.p1.p1" " 4.70e-33" " 3.56e-23" " 3.56e-23"
"OG0015584" "Nor" "PICAB_sUL11_M00000001986" "Scots" "Pinsyl_asmbl_37350.p1.p1" " 1.22e-28" " 3.92e-23" " 3.92e-23"
"OG0020285" "Nor" "PICAB_chr08_M00002182133" "Scots" "Pinsyl_asmbl_92303.p1.p1" " 2.18e-30" " 4.71e-23" " 4.71e-23"
"OG0007255" "Nor" "PICAB_chr09_M00002618579" "Scots" "Pinsyl_asmbl_10361.p1.p1" " 5.80e-23" " 1.41e-26" " 5.80e-23"
"OG0025454" "Nor" "PICAB_chr09_M00002426976" "Scots" "Pinsyl_asmbl_115186.p1.p1" " 1.11e-22" " 1.91e-31" " 1.11e-22"
